sample_index,simulation_id,candidate_id,source,source_class,parameter_vector_hash,qsim_sha256
1467,DEEPCAL5K-SOBOL-0988,DEEPCAL5K-SOBOL-0988,sobol_production_4500,broad,c27f30005609e50a47a6770ea58829a4a41c3d0f0be0fe190e332922e6fb0ee7,a6b9340a9d9553b4b84cf910071ec0e1983ef6b970fd2cf9f68b04deeb42bcc3
1468,DEEPCAL5K-SOBOL-0989,DEEPCAL5K-SOBOL-0989,sobol_production_4500,broad,65c19aca279eedb2bf056aa5b9606dec6375c97a1d587cd4c053a673fcfa59a8,407ae799567848dd513215d823bf0e2b5f642c4d42c997d0da1c32cdf6037634
1469,DEEPCAL5K-SOBOL-0990,DEEPCAL5K-SOBOL-0990,sobol_production_4500,broad,397e5e6b698e9cc772a5327d5e9ee72bc54e15bdfced572a26598157b2ea3890,000773b1cfb28471c5162434ec977e35d67e3d7474c623b0d35c2421a7465c7a
1470,DEEPCAL5K-SOBOL-0991,DEEPCAL5K-SOBOL-0991,sobol_production_4500,broad,e25cce7cd20cbd4796580b7987c1399d92e8d05db17609f4a03b45a9eb55869f,3307bafbf34186483ae8d33472c03f23ada3919418eabbd449e8ed2c7f5583f2
1471,DEEPCAL5K-SOBOL-0992,DEEPCAL5K-SOBOL-0992,sobol_production_4500,broad,42054b1b2d687f43271608acfede64ac6c5edad6ea6ad132cb23b3fbaab3e380,c97c02e447f3ed386490762895715ff02e6a304444e40f2aac5361e19279f8f8
1472,DEEPCAL5K-SOBOL-0993,DEEPCAL5K-SOBOL-0993,sobol_production_4500,broad,e55cef12c29b2a4ef549433db0ee369af4bc4f3916dd70f2f180a6d0a783168c,155e8e340c08540bb12bf7c7da0a154313c54e025d16158a9a4fafb281d161e9
1473,DEEPCAL5K-SOBOL-0994,DEEPCAL5K-SOBOL-0994,sobol_production_4500,broad,c12d35785621e70b87df5761d74f8331164e4d26b7e9ad7a31123a455218d3e8,d5f9640c5e8253d2c381095c5778f4784a0a2d44a95c0f76c300344e7793c2aa
1474,DEEPCAL5K-SOBOL-0995,DEEPCAL5K-SOBOL-0995,sobol_production_4500,broad,c340831631534c53c4d9e2af7e082e4fac9c783d095d72172276e6a7b5434277,707111ba6e9891b1ff3e97d36fbd3a74c77ce389a3986c532638b94c5fbd0f9d
1475,DEEPCAL5K-SOBOL-0996,DEEPCAL5K-SOBOL-0996,sobol_production_4500,broad,da1c69aef0a84877b191ceb87bc1c004db688c1d789931d827523506c080432d,87712b4325ba7730635b343dfb4dd5158edd8805a85fb1773d1073e4cfa8ce05
1476,DEEPCAL5K-SOBOL-0997,DEEPCAL5K-SOBOL-0997,sobol_production_4500,broad,491ec814314122efbb92b40aaff9369bb676748aa6e94aa8afb1db19b721828e,656377f074c7846ad8af30ad076ea31c1896d52dbeb65ea5363a9c51b2533707
1477,DEEPCAL5K-SOBOL-0998,DEEPCAL5K-SOBOL-0998,sobol_production_4500,broad,8628dbc852f72fc8db3f66e323fed0b28e50acebd83a803098a40272febd4320,c9524e1c21f14ba64e66158d2810a475e5a7115b00b5f75092ffa253363d8209
1478,DEEPCAL5K-SOBOL-0999,DEEPCAL5K-SOBOL-0999,sobol_production_4500,broad,063a899e7b6cee37429c6cc0792297f2066b846d88a0b5a6647ce0d5a464c321,3c02d3bad3e13fdd407cc18e03a72b4e64f47e8ee2b8cbccaddf4a5a2169d142
1479,DEEPCAL5K-SOBOL-1000,DEEPCAL5K-SOBOL-1000,sobol_production_4500,broad,fb77a9e180b572d6bb2eba6affeacac138afea39fcb0ba968ec62af19dcf3040,b88ccd46c336fbb30ac827d2a886bfcc18b7de8eebd86dcbb1bd1a6c23f67c65
1480,DEEPCAL5K-SOBOL-1001,DEEPCAL5K-SOBOL-1001,sobol_production_4500,broad,25f6a6a9fd6ac7e9808e1dee9b785c4c47e0e0b57ebd55d41ab9e463b3e11885,7c55971a81c4f8d8bfd067c2bae37d190fcee2366eb2665dc9fd0f5e366bf45b
1481,DEEPCAL5K-SOBOL-1002,DEEPCAL5K-SOBOL-1002,sobol_production_4500,broad,8d64a32805dd62917d9bead6c59cdba62b1a7510ddc8a052b5a425934854d275,ffa1a2e3a29cb5d6d7f98092c675f1d9b6857977a980457c3de118306585bbbd
1482,DEEPCAL5K-SOBOL-1003,DEEPCAL5K-SOBOL-1003,sobol_production_4500,broad,17f9eed939057794b0250306abfab2bda964855bd492f8d585844544825da9be,fb994aac83132619abb62f0049642539584aa9cb003e1b69abefc4da48f99e4c
1483,DEEPCAL5K-SOBOL-1004,DEEPCAL5K-SOBOL-1004,sobol_production_4500,broad,cccd4d0a832e5f1e346b2fbf153a652eef09562a91458a198bb41e1fa999aa12,12b7d4175a328b3219c0ad7f407067d932be42c723cf6c2294d1d85b3f5231d2
1484,DEEPCAL5K-SOBOL-1005,DEEPCAL5K-SOBOL-1005,sobol_production_4500,broad,86d4d25003e271730658c4489f6ad70e8be788d663e2f893a18072cdd288f484,ad2c5763736aff11b25e34489141c2eb914d65122f07a612c1cb6f6c91299195
1485,DEEPCAL5K-SOBOL-1006,DEEPCAL5K-SOBOL-1006,sobol_production_4500,broad,4aa8dfe697cd48fb945af7a8fb2284bfbeb8cfa13ce2a25298f8a79fb3d062c4,6c458303543a8b9e9f220538e4301021e029c8d3424b84cce6e953645ebb9b27
1486,DEEPCAL5K-SOBOL-1007,DEEPCAL5K-SOBOL-1007,sobol_production_4500,broad,aaf6e1598c426b8552f9600c97eb36b9754ef5d45c0f2165850c08e3382a0980,c761fc199637fd8ab01c1c4134b2171db1c34dbdd39eefda3ba62fe8bfd6adb1
1487,DEEPCAL5K-SOBOL-1008,DEEPCAL5K-SOBOL-1008,sobol_production_4500,broad,75e57a62c87bdfc8e03d6f36e10eeda4a5048cf2b04f067b43a452c29840cf05,0622b3d73b9d6ecfec1579d46c89d63636d598c4dd99c0c813c5f4759df5bab6
1488,DEEPCAL5K-SOBOL-1009,DEEPCAL5K-SOBOL-1009,sobol_production_4500,broad,1af605ceeec9d97f49e46808dd24c5c1c3421c789af6a9a122344b5961bff0a0,1ff804ff2a2b32f8c27c17c375d896bb6cabdb316de44620dea56656ff065682
1489,DEEPCAL5K-SOBOL-1010,DEEPCAL5K-SOBOL-1010,sobol_production_4500,broad,dcd30ff9dd2a3f6cf41750803aff5e5211d0b89f799ed2564001e007f0d14539,75edbc22587312bc1da563e272b0df201fabd5c3da308c96ca167eda1fae999c
1490,DEEPCAL5K-SOBOL-1011,DEEPCAL5K-SOBOL-1011,sobol_production_4500,broad,b96bf25aaed8a2a251efa54e5ab6949e39ce21347a13a0338e96e32be87a558d,41a45071dbef1b22e2ab0d88f7bcf8d05b49c8c287eeb534d50b9afe4258250b
1491,DEEPCAL5K-SOBOL-1012,DEEPCAL5K-SOBOL-1012,sobol_production_4500,broad,193aa8ebb437daaebc80ae14459f121ae9db097aa82f918231a9a280f3a5787d,fb8f0b83575652f0ca44ddb169b58c35ccd1f0ccbe4207300c6cfaaf69723e1c
1492,DEEPCAL5K-SOBOL-1013,DEEPCAL5K-SOBOL-1013,sobol_production_4500,broad,cb64032f9e438c0c69fcab33450966af30e55075af90207e3e7c246901c07e35,4a4b7af42a73c971b6c736f77e4c6ed03ae6751624b9a577201fdfa752d18c96
1493,DEEPCAL5K-SOBOL-1014,DEEPCAL5K-SOBOL-1014,sobol_production_4500,broad,c62fcf0862209e6825adedbdbd7634835cb0b548e2772221b69dd52834f67278,bb4b22feccb511d2fa022bd79fc9873d43e32cf89739a61280e881b55433df2c
1494,DEEPCAL5K-SOBOL-1015,DEEPCAL5K-SOBOL-1015,sobol_production_4500,broad,182cd98538592b5270c65fa42887cc6926b761da779f9bb64f8341c87e0038e5,97f1d633873a10940557a110e40feadf2827cb2dc6cf665e94cce6d0acbe0add
1495,DEEPCAL5K-SOBOL-1016,DEEPCAL5K-SOBOL-1016,sobol_production_4500,broad,bf6a4f664c3e01e13984bbd69c2c9709eb5e20ab9772b00b8ffdd913621e3f06,5cb56a30da9f530ca7949bed5eef6ca84e5829469c2faf5295c51f3e7355a594
1496,DEEPCAL5K-SOBOL-1017,DEEPCAL5K-SOBOL-1017,sobol_production_4500,broad,0b4fefdd53ce152da135195ef24916d45dcb0d4b70d6e1600dcf11d76f38a9dc,b939a335dec3c65b211b0075179984c38dcf81de1be1707064b99504752cceca
1497,DEEPCAL5K-SOBOL-1018,DEEPCAL5K-SOBOL-1018,sobol_production_4500,broad,63b1adbc41830a251feed08a76c2b1920320cb086eff9eaf957cfd40306412da,301c5bcc7b7352968fab2c4748a00076acda8a4500e00a021f42943645d22754
1498,DEEPCAL5K-SOBOL-1019,DEEPCAL5K-SOBOL-1019,sobol_production_4500,broad,5075987885288c6160e04418fd201e994ceaad106e886313d3b20b1947fdd69b,f56467d4c1ddcfd26003f79c9ebcc7d705f64051e7bd30e760196250b53c6646
1499,DEEPCAL5K-SOBOL-1020,DEEPCAL5K-SOBOL-1020,sobol_production_4500,broad,d07bfa7fede16b10556cb34870b7911083c5b3ce78768c0155fdda2de78bf09f,092eb9a1abbb6f9fbba08ecc25757ca89607e674c2c4747cf08d3fe1d56bdd81
1500,DEEPCAL5K-SOBOL-1021,DEEPCAL5K-SOBOL-1021,sobol_production_4500,broad,934043a24d7eeb731acb73be987aefc30664ec562c82ce47e4fca24c9ca7cdd0,e946b43b62b10008f904d05d82429d2d2f49e081cec322757e11563da78dc7aa
1501,DEEPCAL5K-SOBOL-1022,DEEPCAL5K-SOBOL-1022,sobol_production_4500,broad,0b7d348d2af6711f0741893a21e54cd9a040d7ee1700ca9e7eb9daef26420ece,771d728ad6ebc9165033e059238efa299c4c4d5fabf47685abfd5e411ca11fcd
1502,DEEPCAL5K-SOBOL-1023,DEEPCAL5K-SOBOL-1023,sobol_production_4500,broad,28363bb079aa27913e53b30e690cdb008a45b7e41a525c13114bbb6a686977f5,cea96ac8b0e752e48f7e8a7a7a83e2e59e29301076ec6e79e9fe28cc75af6ee1
1503,DEEPCAL5K-SOBOL-1024,DEEPCAL5K-SOBOL-1024,sobol_production_4500,broad,2f09191301893082735d7f68667955e8e883312e78671439f009f10a5ba4509a,3a0dee68964242ef47d191eb325c2d84912d11a6df4d92c4c2341e432623742a
1504,DEEPCAL5K-SOBOL-1025,DEEPCAL5K-SOBOL-1025,sobol_production_4500,broad,cbed9d3c39914748b37422e4fe03fbd5affaf68efc8a76befaa03333c9563b33,643c69a1d0415b0bc5c46b64e89816c64a2dc49dde54bbb36ab5ccda1c5e7386
1505,DEEPCAL5K-SOBOL-1026,DEEPCAL5K-SOBOL-1026,sobol_production_4500,broad,7011d973c097b646994d8647203a2774cccdd6686af1b1d8ff18d523e385c55c,b5c3a9be7ec880ead9dee775a507c7aaa1c627911a694438e407616cff190067
1506,DEEPCAL5K-SOBOL-1027,DEEPCAL5K-SOBOL-1027,sobol_production_4500,broad,4f92ab722a624b41ec94b4c9cc375bc288eaf8593578ffd4132ab383114fe758,2d5f01403c0f7a20c55a8e8a37e8b7d64716b9bcb736fc148b20e4d4e4fc970b
1507,DEEPCAL5K-SOBOL-1028,DEEPCAL5K-SOBOL-1028,sobol_production_4500,broad,9f59b57ac5d5af357e7c5a31bc1a68bab3714a86ac14e416af6523e7dc5ba3a5,c681b1dd6bd50fd155e7d6a2b3600b416fbaa2bc2a707feed859e6a4eb48724f
1508,DEEPCAL5K-SOBOL-1029,DEEPCAL5K-SOBOL-1029,sobol_production_4500,broad,1df519f62de590bf59f56a24535f9bf4a454a8173b33bf4309f0a33a8cd9ee37,5303b47d0b844c7f69bc7caaa8e09d6cab8c9499dcdb15de3ca1bc68725f0582
1509,DEEPCAL5K-SOBOL-1030,DEEPCAL5K-SOBOL-1030,sobol_production_4500,broad,e48704616ffdbca191d052de427f68b3534d8325e95e636ac9ece5bd2ed7faf5,32912bba9408d02625209a2202c3067b7570da1899d4cf7f1ee8ecd305f32cf6
1510,DEEPCAL5K-SOBOL-1031,DEEPCAL5K-SOBOL-1031,sobol_production_4500,broad,ae46ef95cb4f07b2f0d1309d9277201fd69b50951f86d7edc252d3fe50603d96,a93dde5df7e3463778a8d9514b9e33f8904dd5b5e00087ad95581f063449f975
1511,DEEPCAL5K-SOBOL-1032,DEEPCAL5K-SOBOL-1032,sobol_production_4500,broad,5918212c69aaea2d353996f94b67cd8eaa32295bde366f2ad9caa42a331e0189,efd1fc04159f06e65099e74565f6afc32359b4a64a9edc82e3ee77c34bc4206b
1512,DEEPCAL5K-SOBOL-1033,DEEPCAL5K-SOBOL-1033,sobol_production_4500,broad,772932ecebff1bb1087e18b3adadcf72c3e2507c8f97e43e1a5d1a1756ac04f3,072de42634cf0d9900ee3a32a2e61c2115171c27f6ffb9a23f414bfd8cadef76
1513,DEEPCAL5K-SOBOL-1034,DEEPCAL5K-SOBOL-1034,sobol_production_4500,broad,4009218833d7494d1a2c5d6bbab35abbd345b002f586f8d82e4ba2888e86fde2,f7c5175f02a89da66648a61fd91845e2a14102aa420ff3a22927f9bd06b399e4
1514,DEEPCAL5K-SOBOL-1035,DEEPCAL5K-SOBOL-1035,sobol_production_4500,broad,03f55b5a3c1341b8762f594100acefabbb7d4e63ec7d44e0be71a49c2640cddd,230762ad6859ba6f406691c0c5af71f6dd6e102760806db1f144baa957ac54dc
1515,DEEPCAL5K-SOBOL-1036,DEEPCAL5K-SOBOL-1036,sobol_production_4500,broad,f3fb47f603e7882c5424990db798e057e9d27612b4852ce29fc8493b3a88fde8,97ad89a09e24260074f3ece0098aeded51ed3d143c20bb1129667269c4cde4f5
1516,DEEPCAL5K-SOBOL-1037,DEEPCAL5K-SOBOL-1037,sobol_production_4500,broad,00b93abd80a8809ca48d28ba4863964ce451ef71df9f22f0843c3f61030f8b53,997acc06f106ebef0e909be542a7dd0b2654a2fb101bfbd8b6a2fd510e24b78b
1517,DEEPCAL5K-SOBOL-1038,DEEPCAL5K-SOBOL-1038,sobol_production_4500,broad,56ad60786d8cf646788a1cec724501260cf83c5b97f40e35e4a86b5afe5ff067,af61357bd28505e1246798ba5a62e41f8f7e16d0ecd4d2cfd45f9624dc15f107
1518,DEEPCAL5K-SOBOL-1039,DEEPCAL5K-SOBOL-1039,sobol_production_4500,broad,0f326cda67bd7f298f65a606f6c6334d0f28f761b665bb5e2eb369b1dff7297a,8c83c8b57567f3550905f4d8acb3b3b49888d4a2c75087371696296033ff139b
1519,DEEPCAL5K-SOBOL-1040,DEEPCAL5K-SOBOL-1040,sobol_production_4500,broad,83ab361ea9036e4f65ad1247f31ce5178f072e43b74cd0e630eda8c913478270,b281c1b91e6b0e3f878529edc42a2a53e6b2ccfa3177dc77e26e04381a9e11e9
1520,DEEPCAL5K-SOBOL-1041,DEEPCAL5K-SOBOL-1041,sobol_production_4500,broad,bedc99b5d13b1b3add3d48934fce99c5a1843dd999e04cb9f00a3263e8cc9ca3,0b147db66cb0c287061ec5a59cfd7995afbebdb7ba337062029e20d33bafc909
1521,DEEPCAL5K-SOBOL-1042,DEEPCAL5K-SOBOL-1042,sobol_production_4500,broad,471fe6d4f2a7991ce1618701d20a086066d61bc12d830f27749ae75f09917be8,f382d79fac0e125faee3e79e9c9971ddeacb4bf96aafa46d855fe74a7ba4640a
1522,DEEPCAL5K-SOBOL-1043,DEEPCAL5K-SOBOL-1043,sobol_production_4500,broad,074848cb7fe732b0e4a3bb06f7c86815122d84fe8351b32bea170d818ebbec61,f4eeeb04991ffe41b9f922f2adf82bf221450a8a7458cccc3f6539287ca368c4
1523,DEEPCAL5K-SOBOL-1044,DEEPCAL5K-SOBOL-1044,sobol_production_4500,broad,6fc5760f8e78b943ada67e6992b5c46ad9c0b6d13cc6541de70a9742024bcd70,01673fdb1a762fb7681d4451005e1518c647d0297985f9ec64a29656c51789ef
1524,DEEPCAL5K-SOBOL-1045,DEEPCAL5K-SOBOL-1045,sobol_production_4500,broad,dc4eff2666c4ef84eea8c3bf1deb6fedb8f1eafeea8ec6cd59a46ca9a9fcddc6,c15ca1c33f82e1ff842ba83fa905eb98f5f7314372d0cb604e04c754dd17fa7d
1525,DEEPCAL5K-SOBOL-1046,DEEPCAL5K-SOBOL-1046,sobol_production_4500,broad,68f00e7804572287d401fbcd4f1b69e7135de58096e8ed5016d4da5de68d1b1f,117a0e238c88516831a46b8b329734619254338de56aa4a7845d31fd79b693f7
1526,DEEPCAL5K-SOBOL-1047,DEEPCAL5K-SOBOL-1047,sobol_production_4500,broad,d006677df10771d9d3012306462e2ca0aa931345aafbbeb02033a48963c5e155,4ef234eaf016900e0c190d349296b4e0e29d50edca0ebcc67d763ef0e36a6470
1527,DEEPCAL5K-SOBOL-1048,DEEPCAL5K-SOBOL-1048,sobol_production_4500,broad,8b60033d3e7996392002b714989d488ebf905cb0ffccc7e98406d06b307d5b3a,174ac447b916b7ef3ee3bf5251729870e12c878d463471baf161da85dfd8bcf9
1528,DEEPCAL5K-SOBOL-1049,DEEPCAL5K-SOBOL-1049,sobol_production_4500,broad,a6a9fc68335d37ea9377ec7707b29068f07a54ea143169a1ac83cfa8b4c4b74e,5c54fe03c32b7045f6abe2779d37f570566d710bcf426363a95706dcede9d094
1529,DEEPCAL5K-SOBOL-1050,DEEPCAL5K-SOBOL-1050,sobol_production_4500,broad,d4b0e82104d0c021e03480e03a762942e34ea69a6c8c46efa2b3b2be5f802ae3,b6ebf16ff9d607b3e7af5174150eedfeacbcd5e004efd72656799ae8b26de133
1530,DEEPCAL5K-SOBOL-1051,DEEPCAL5K-SOBOL-1051,sobol_production_4500,broad,072941c976e670982e973a67a4be140cb836af4e55fc5d714d76fae0aa703ddf,699f339a4a45aedd138ceb6a492f6e0b306b4785e9190d214a4fde363cd0bf72
1531,DEEPCAL5K-SOBOL-1052,DEEPCAL5K-SOBOL-1052,sobol_production_4500,broad,37e639586f90e2b1ae8975c8190606e0ed5950fe389a85309dd307028d35e8f0,fb592d92578806fdf4fd0e3198baff6fa505cdff376266c8dc33537c0a50c056
1532,DEEPCAL5K-SOBOL-1053,DEEPCAL5K-SOBOL-1053,sobol_production_4500,broad,76e12c7e6e5bf59c9ce3d79f26d59880a89b497303aab40d5dae52e03683fe62,1efc60367da2dbc165bd756f0f44a4144683dae681033e2ad7839b01e7abded2
1533,DEEPCAL5K-SOBOL-1054,DEEPCAL5K-SOBOL-1054,sobol_production_4500,broad,2cb4d01dd3594b42099d4381bc6900b7123137efe2a3296faddadf0470a88db6,340e0710cae2343cdf833572877ebfdd012525fa9013d902cd4bcffc3cf74a22
1534,DEEPCAL5K-SOBOL-1055,DEEPCAL5K-SOBOL-1055,sobol_production_4500,broad,bf533860bcda417e5524b51c307be9ddf0c7b9e985181e40ea8909302773ccc6,a791d1bd548e0168004456d969da0be75d2545f0ddd42e48bb448a1614da252f
1535,DEEPCAL5K-SOBOL-1056,DEEPCAL5K-SOBOL-1056,sobol_production_4500,broad,b5d57d8bf2cd035b8e29ba4b9e5ba8a03795bd8eca28421e6dc6b26fa8eb9d14,7caf93f82324432a2ee75d32e4863d9cd3ac5bd3b663da2d2ae9af31f079949a
1536,DEEPCAL5K-SOBOL-1057,DEEPCAL5K-SOBOL-1057,sobol_production_4500,broad,16793c7aab816e3ffc76ee6cf55b448c5d5079f3d9f153c48acb57ab78f4a8c8,77c2a122ab9453341081c537126c2be3873ec24d29505fc92955c84c1750cea1
1537,DEEPCAL5K-SOBOL-1058,DEEPCAL5K-SOBOL-1058,sobol_production_4500,broad,9ad66273d596aecbfc853089e666e0b59588f94a7f5ed18ccb552e11ff33b33a,b830da90a694f98509bd83307a505980d0f48c7ba5d79b089339de41151214f8
1538,DEEPCAL5K-SOBOL-1059,DEEPCAL5K-SOBOL-1059,sobol_production_4500,broad,4083f2808dd90db8e0a0f65439812d3544538a00f1f35f5edaf0cf4463f3702f,63fcdd917b8e169d2b66b19ace94a62025f6bd53d6da621839ef8ea4bde40ce5
1539,DEEPCAL5K-SOBOL-1060,DEEPCAL5K-SOBOL-1060,sobol_production_4500,broad,c30a9deacd3b8601d7fcafe45517cd94440f2d1a1572675ac4912d74765fae31,2f6c31444eeb5296983bbae75812830c908462fbc32eaba058fe78e3cf93cb3a
1540,DEEPCAL5K-SOBOL-1061,DEEPCAL5K-SOBOL-1061,sobol_production_4500,broad,1b755697ca2b26a0bc220ac36a1830e13c98f58812a01e932719ce59619f0117,f4793ef3d85f3b0349ea921d4da73b2d005d0db00e873844a5f3e58f2eb7845e
1541,DEEPCAL5K-SOBOL-1062,DEEPCAL5K-SOBOL-1062,sobol_production_4500,broad,30a6e3037a51f00326d371fdac2daa28119ab9adca7281b1c63622061bd07547,436dbacbc60c69de385b45bca23e0399f44023100aacf3baefef08dcd0203c73
1542,DEEPCAL5K-SOBOL-1063,DEEPCAL5K-SOBOL-1063,sobol_production_4500,broad,a02d3cfc9a056a7941f144a57fdc7ec119f5cf8707022cbde249bcbabf944d24,a69e951d9811e996d468ba1ca468774427a246f9f7dbc53a29f8e44a32dae297
1543,DEEPCAL5K-SOBOL-1064,DEEPCAL5K-SOBOL-1064,sobol_production_4500,broad,e4c0bb3c37570047d923d27abe9a1738abb2f0b0d4ad0e1649e62fc2f076d7a9,15b953f0842f3aab891dcdbbb3f2d018beb9a709210140bc53c49383a73893ce
1544,DEEPCAL5K-SOBOL-1065,DEEPCAL5K-SOBOL-1065,sobol_production_4500,broad,f478ee3a8116da839431ccb2911400385c706c111f31f6963fb25265d37e5399,b599f6422553b0f85734746754fe9c2c077319baff068c0bfc25317d672cde30
1545,DEEPCAL5K-SOBOL-1066,DEEPCAL5K-SOBOL-1066,sobol_production_4500,broad,72f25370db549e648d50c9222beff894f4a90bca4661f3d45fec66725b4e1192,baef4a4972fa248ccb684446f719b1188882556d74a26482c177caaf1bd11102
1546,DEEPCAL5K-SOBOL-1067,DEEPCAL5K-SOBOL-1067,sobol_production_4500,broad,a77b997b946dc12be571850fa7a97a4a1e8879404fc6cefbc677675ff1d685ad,c8900a49d7a8355428ddea7c0d34d944bef2b8dfdd29693e5883f7dc1c04b59c
1547,DEEPCAL5K-SOBOL-1068,DEEPCAL5K-SOBOL-1068,sobol_production_4500,broad,085f5519ea82f218524e4434a13e220c4800071081881d403b3a0ad38438aae4,3487077170775a3ea537fb20aa9c51bcc6839ad6bc8fbd0d7fa6aee46cbd9f01
1548,DEEPCAL5K-SOBOL-1069,DEEPCAL5K-SOBOL-1069,sobol_production_4500,broad,b59f3f9739bac7ef9a8f34b3a75c3a3bb0a761a07d72236c983726009e5bf878,f9454f348baf0ce1353166f6ae5b32347dc92e539d55336f594d6ddb09b55614
1549,DEEPCAL5K-SOBOL-1070,DEEPCAL5K-SOBOL-1070,sobol_production_4500,broad,fad6f492df97976a97ac57ab51e708c0929c00de08a01de9df990b523d17b571,91b68c5ddf8cb29777c7e8529305f5d14069b678a3cb1f2a8616091e751c1d86
1550,DEEPCAL5K-SOBOL-1071,DEEPCAL5K-SOBOL-1071,sobol_production_4500,broad,5f960b1625cdd185d25c8048bcc812838bb205f4b18c2fc8ad1cfcc7b0c20fe6,f0ce0bd54bf2a0cb5e954d77f5e4812667161f19682c1dd851fd48d2d700b104
1551,DEEPCAL5K-SOBOL-1072,DEEPCAL5K-SOBOL-1072,sobol_production_4500,broad,b304000ce88b59c5b8cdb41ebd423a3b07925c4f907552b8b5191c4133cf0ed4,1a326feb5af2656c1ba22f89f98156878701e9750eb5e2104d2d7ea72ad16e8a
1552,DEEPCAL5K-SOBOL-1073,DEEPCAL5K-SOBOL-1073,sobol_production_4500,broad,f1305c8e557b387f0e93a2a1cf56b11a51d767dd9119509cff790b6e2c1f03b8,55612d08498edc2765db640407e8e2e849c126b9ae46464f24a5c6b93a871e98
1553,DEEPCAL5K-SOBOL-1074,DEEPCAL5K-SOBOL-1074,sobol_production_4500,broad,229f635ee75eb784f05f614fd3d1bc98cb480bd398b2bd4f271958809d1237c4,7b735e0ad010431dc9432354cc5545590f626fed43d3c56520a1a052d1a30435
1554,DEEPCAL5K-SOBOL-1075,DEEPCAL5K-SOBOL-1075,sobol_production_4500,broad,bd80c08254f8f0e27afea4c95f02219d41fe7af4021d24026bbe5243a0b8d761,f0c01b71e098608a5955c27e347da98c38a54b89016dfb953168e45f70294adc
1555,DEEPCAL5K-SOBOL-1076,DEEPCAL5K-SOBOL-1076,sobol_production_4500,broad,0c0bf98b5cb57a262ff229397171ba04d7bfd305a81856a613df6f0705f42528,e4b6efdc3345dd0972e9fed874d94bc043d6cce2827145898bfe909074f8b050
1556,DEEPCAL5K-SOBOL-1077,DEEPCAL5K-SOBOL-1077,sobol_production_4500,broad,1d13117613d6d40eadb91f92f7a15da16e3777590f1c62016738e300d1fac230,c959440e6eef7e0117f4d0f11a8879fb96202858a5579b72e79684f1d0a91124
1557,DEEPCAL5K-SOBOL-1078,DEEPCAL5K-SOBOL-1078,sobol_production_4500,broad,89cf62c6ae0d7b061cb304bf1b892955298f8906fd89e9c27d120289aee9076f,22d0afa80e98ec7527f0a9968d38d284e3d091db5b5dc7841fc72d209760d931
1558,DEEPCAL5K-SOBOL-1079,DEEPCAL5K-SOBOL-1079,sobol_production_4500,broad,fc1e50f5b39a75a8b84a801dcd188370f340089a92c94e6edec451b1678c65ff,c6802abcb2815f01ae251e7b2086164fe3155007169f38031f9bbbac4a6164cf
1559,DEEPCAL5K-SOBOL-1080,DEEPCAL5K-SOBOL-1080,sobol_production_4500,broad,3db16d5194b5b7bbc389b7c510a3f08ca2783996a326dd40e18de8480d91d233,06b7c1566ec431b36804c668836c7921826bb7d2c6792d3000fe963cc98ea31e
1560,DEEPCAL5K-SOBOL-1081,DEEPCAL5K-SOBOL-1081,sobol_production_4500,broad,c86ba4749dc3b9a6521f215108ac6c1c964ee124604de3a3b3b21ee87cf1438b,41c986b77dbde3f5b18d28c8302494935f285cc56d8fef0448d1575f19ef8ed7
1561,DEEPCAL5K-SOBOL-1082,DEEPCAL5K-SOBOL-1082,sobol_production_4500,broad,e8f56aed79c9e3023318b10816f4e57877812ea13671c203bc25a385d3747f03,1cccddd5a01e68d974a790bb5f338534e1adf4204f172436d4aeefe66ec1322d
1562,DEEPCAL5K-SOBOL-1083,DEEPCAL5K-SOBOL-1083,sobol_production_4500,broad,497c4eed81d632c62f9c7c8dd43ca8a4029d06fe1d5904bbe1f634abe0e93f63,a8da5236fdc1f8154b710de0b0f5199992d42c38b2fc64f3f592b8246c1c0289
1563,DEEPCAL5K-SOBOL-1084,DEEPCAL5K-SOBOL-1084,sobol_production_4500,broad,dcd29ae64cad24e2c4704189272875209c3d1ad4370261a6ab2e3a085ce69f3c,0ad5ff8270decbd8633240edab5248196316ac2839d794f7d2d0909bbb64d123
1564,DEEPCAL5K-SOBOL-1085,DEEPCAL5K-SOBOL-1085,sobol_production_4500,broad,ef1010e535402af590bac69328b606f313a086df201d19f7c512562880067fef,66197691e1c98a74737678cf7ba916f4b6d6ec6a24fe5cd397090b25812d1ef7
1565,DEEPCAL5K-SOBOL-1086,DEEPCAL5K-SOBOL-1086,sobol_production_4500,broad,fa63188a8a4453dd628be5eda568c7d08757a3028a22a5f82779a4ddb7afd6c2,8991c3a1789ace4da67dbc896266fd8730e2e8247657bda9bb93c1da0ce185cc
1566,DEEPCAL5K-SOBOL-1087,DEEPCAL5K-SOBOL-1087,sobol_production_4500,broad,e7ab42941f604bc37ba8c09cf58692ecf02082fb50250026140218c7c257bc5e,2a02f4e108a5e8651fc7f77ec6a986dbf8aadfb39f61837085fa43584490c98d
1567,DEEPCAL5K-SOBOL-1088,DEEPCAL5K-SOBOL-1088,sobol_production_4500,broad,da26720e91582a713785d50e222937f7d8533b03cf9bb0c31d1d2e6a78ce4621,d190ae9ca427dd99ac6ab5509075b3d4ab48f938e8017223614987a391fbfde8
